Salário,Profissão,Tamanho da Empresa,Cargo de Gestão,Experiência em DS,Experiência Profissional,Tipo de Trabalho,Escolaridade,Área de Formação,Setor de Mercado,Estado,Linguagem Python,Linguagem R,Linguagem SQL,Linguagem C/C#/C++,PowerBI,Tableau
3500.0,Cientista de Dados,Grande,não,de 1 a 2 anos,de 1 a 2 anos,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,1,1,0,0,1
7000.0,Engenheiro de Dados,Grande,não,de 2 a 3 anos,de 2 a 3 anos,Empregado (CTL),Pós-graduação,Outras,Entretenimento ou Esportes,Rio de Janeiro (RJ),1,0,1,0,0,0
1500.0,Engenheiro de Dados,Pequena,não,de 1 a 2 anos,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,0,0,0,0,0,0
22500.0,Cientista de Dados,Média,não,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empreendedor ou Empregado (CNPJ),Pós-graduação,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,,0,0,1,0,0,0
18000.0,,Média,sim,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Mestrado,Estatística/ Matemática / Matemática Computacional,Setor Público,,1,1,1,0,0,1
,,,,Mais de 10 anos,Mais de 10 anos,Outros,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,São Paulo (SP),1,1,1,0,1,1
5000.0,Analista de BI,Grande,não,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,,0,0,0,0,0,0
2500.0,Cientista de Dados,Pequena,não,de 2 a 3 anos,de 2 a 3 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,São Paulo (SP),0,0,1,1,0,0
5000.0,Outras,Grande,não,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,Rio de Janeiro (RJ),0,0,0,0,0,0
5000.0,Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Mais de 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,São Paulo (SP),0,0,0,0,0,0
3500.0,Analista de BI,Grande,não,de 1 a 2 anos,Menos de 1 ano,Empregado (CTL),Pós-graduação,Outras Engenharias,Telecomunicação,Rio de Janeiro (RJ),0,0,0,0,0,0
7000.0,Engenheiro de Dados,Grande,não,de 2 a 3 anos,de 1 a 2 anos,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,São Paulo (SP),1,0,1,1,1,1
14000.0,Cientista de Dados,Grande,não,de 2 a 3 anos,de 4 a 5 anos,Empregado (CTL),Pós-graduação,Química / Física,Varejo,Paraná (PR),1,0,1,0,1,0
10000.0,,Pequena,sim,Mais de 10 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
10000.0,Analista de BI,Grande,não,Mais de 10 anos,Menos de 1 ano,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,,0,0,0,0,0,0
22500.0,,Média,sim,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empreendedor ou Empregado (CNPJ),Pós-graduação,Outras,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,0,0
5000.0,Desenvolvedor/Engenheiro de Software,Grande,não,de 6 a 10 anos,de 6 a 10 anos,Outros,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação,Educação,,0,0,0,0,0,0
3500.0,,Pequena,sim,Menos de 1 ano,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Educação,Minas Gerais (MG),0,0,0,0,0,0
1500.0,Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Menos de 1 ano,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,0,0,0,0,0,0
10000.0,Cientista de Dados,Grande,não,de 2 a 3 anos,Menos de 1 ano,Empregado (CTL),Mestrado,Outras Engenharias,Finanças ou Bancos,São Paulo (SP),1,1,1,0,1,0
3500.0,Analista de Dados,Pequena,não,Menos de 1 ano,Menos de 1 ano,Empregado (CTL),Mestrado,Outras Engenharias,Finanças ou Bancos,São Paulo (SP),1,0,1,0,1,0
10000.0,,Pequena,sim,de 6 a 10 anos,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),1,0,1,0,1,1
,,,,Mais de 10 anos,de 1 a 2 anos,Outros,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,Rio de Janeiro (RJ),0,0,1,0,1,1
2500.0,Outras,Grande,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Varejo,Rio de Janeiro (RJ),0,0,0,0,0,0
5000.0,Outras,Pequena,não,Não tenho experiência na área de dados,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
5000.0,Analista de BI,Pequena,não,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Mestrado,Economia/ Administração / Contabilidade / Finanças,Marketing,Rio de Janeiro (RJ),0,1,1,0,1,0
3500.0,Outras,Grande,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Outras,Outras,Minas Gerais (MG),0,0,0,0,0,0
3500.0,Analista de Dados,Grande,não,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Varejo,Rio de Janeiro (RJ),0,1,1,0,0,0
10000.0,Analista de Dados,Grande,não,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Não tenho graduação formal,,Finanças ou Bancos,São Paulo (SP),1,0,1,0,1,1
3500.0,Analista de BI,Pequena,não,Menos de 1 ano,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Santa Catarina (SC),1,1,1,0,0,0
1500.0,Cientista de Dados,Média,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estagiário,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Educação,São Paulo (SP),0,1,0,0,0,0
5000.0,Outras,Grande,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Outras Engenharias,Outras,Rio de Janeiro (RJ),0,0,0,0,0,0
5000.0,Desenvolvedor/Engenheiro de Software,Média,não,de 6 a 10 anos,de 6 a 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,1,1,0,0
3500.0,Analista de Dados,Média,não,de 4 a 5 anos,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Internet/Ecommerce,Santa Catarina (SC),1,0,1,0,0,0
5000.0,Cientista de Dados,Pequena,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,1,1,1,0,0,1
,,,,de 2 a 3 anos,de 1 a 2 anos,Outros,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,São Paulo (SP),1,0,1,1,0,0
7000.0,Cientista de Dados,Grande,não,de 1 a 2 anos,de 1 a 2 anos,Empregado (CTL),Mestrado,Química / Física,Finanças ou Bancos,São Paulo (SP),1,0,1,1,0,1
,,,,Menos de 1 ano,Menos de 1 ano,Outros,Estudante de Graduação,Outras Engenharias,,Paraná (PR),0,0,0,0,0,0
7000.0,Cientista de Dados,Grande,não,de 2 a 3 anos,de 1 a 2 anos,Empregado (CTL),Pós-graduação,Outras Engenharias,Finanças ou Bancos,São Paulo (SP),1,0,1,0,0,0
2500.0,Outras,Grande,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Outras,Varejo,Paraná (PR),0,0,0,0,0,0
,,,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,,,0,1,0,0,0,0
5000.0,Engenheiro de Dados,Média,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
1000.0,Analista de BI,Grande,não,de 1 a 2 anos,Menos de 1 ano,Estagiário,Graduação/Bacharelado,Outras Engenharias,Marketing,,0,0,0,0,0,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,São Paulo (SP),1,0,1,0,0,1
2500.0,Outras,Grande,não,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Outras,Rio de Janeiro (RJ),0,0,0,0,0,0
2500.0,Cientista de Dados,Média,não,Menos de 1 ano,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Não tenho graduação formal,,,São Paulo (SP),0,0,0,0,0,0
5000.0,Outras,Grande,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Outras,Rio de Janeiro (RJ),0,0,0,0,0,0
1500.0,Desenvolvedor/Engenheiro de Software,Grande,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),1,0,1,0,1,1
14000.0,,Pequena,sim,de 2 a 3 anos,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,0,0
3500.0,Outras,Pequena,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
3500.0,Engenheiro de Dados,Média,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Educação,Minas Gerais (MG),1,0,1,0,0,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Pós-graduação,Outras Engenharias,,São Paulo (SP),0,0,0,0,0,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Outras Engenharias,,São Paulo (SP),0,0,0,0,0,0
18000.0,,Média,sim,Mais de 10 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Mestrado,Outras Engenharias,Indústria (Manufatura),Minas Gerais (MG),1,0,1,0,1,0
14000.0,,Média,sim,Mais de 10 anos,Mais de 10 anos,Empregado (CTL),Mestrado,Estatística/ Matemática / Matemática Computacional,Varejo,Rio de Janeiro (RJ),1,1,1,0,1,0
25000.0,,Pequena,sim,Mais de 10 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
1500.0,Analista de BI,Pequena,não,Menos de 1 ano,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,São Paulo (SP),0,0,0,0,0,0
,,,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,São Paulo (SP),1,0,1,0,0,0
3500.0,Outras,Grande,não,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Agronegócios,Paraná (PR),1,0,0,0,1,0
,,,,Não tenho experiência na área de dados,de 4 a 5 anos,Outros,Não tenho graduação formal,,,Rio Grande do Sul (RS),1,1,1,0,0,0
7000.0,Analista de Dados,Grande,não,de 2 a 3 anos,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Varejo,Rio de Janeiro (RJ),0,0,0,0,0,0
5000.0,Analista de BI,Grande,não,de 2 a 3 anos,Menos de 1 ano,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),,0,0,1,0,1,0
,,,,Menos de 1 ano,Menos de 1 ano,Outros,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,,1,1,1,0,1,1
,,,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,,Rio de Janeiro (RJ),0,1,1,0,1,0
5000.0,Desenvolvedor/Engenheiro de Software,Pequena,não,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Santa Catarina (SC),0,0,0,0,0,0
5000.0,Cientista de Dados,Pequena,não,Menos de 1 ano,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),1,0,1,0,1,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,São Paulo (SP),0,0,0,0,0,0
3500.0,Cientista de Dados,Pequena,não,de 2 a 3 anos,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),1,1,0,0,0,0
10000.0,Analista de Dados,Pequena,não,de 1 a 2 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),1,0,1,0,0,1
1000.0,Cientista de Dados,Pequena,não,Menos de 1 ano,Menos de 1 ano,Estagiário,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),1,0,0,0,0,0
5000.0,Outras,Média,não,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
1500.0,Outras,Pequena,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
,,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Doutorado ou Phd,Química / Física,,Rio de Janeiro (RJ),1,0,0,0,0,0
5000.0,Analista de BI,Grande,não,Mais de 10 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,Minas Gerais (MG),0,0,0,0,0,0
3500.0,Engenheiro de Dados,Grande,não,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
1500.0,Outras,Média,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Pós-graduação,Outras,Setor Público,,1,0,1,0,0,0
5000.0,Analista de BI,Grande,não,Menos de 1 ano,de 4 a 5 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,Rio de Janeiro (RJ),1,0,0,0,1,0
,,,,Menos de 1 ano,de 4 a 5 anos,Outros,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,,0,0,1,0,0,0
10000.0,Analista de Dados,Grande,não,Mais de 10 anos,de 2 a 3 anos,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,São Paulo (SP),0,0,1,0,0,0
3500.0,Outras,Grande,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Agronegócios,,0,0,0,0,0,0
,,,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Mestrado,Economia/ Administração / Contabilidade / Finanças,,Minas Gerais (MG),1,1,1,0,0,0
